symbol,quantity,cost_basis,price,market_value,pnl,pnl_pct,date
NATIONALUM,4,1684.2,414.0,1656.0,-28.2,-1.67,2026-06-04
HINDCOPPER,3,1630.05,541.4,1624.2,-5.85,-0.36,2026-06-04
MCX,1,2896.7,2893.5,2893.5,-3.2,-0.11,2026-06-04
VEDL,6,1967.1,327.5,1965.0,-2.1,-0.11,2026-06-04
RBLBANK,5,1743.5,353.75,1768.75,25.25,1.45,2026-06-04
RBLBANK,5,1743.5,351.35,1756.75,13.25,0.76,2026-06-05
MCX,1,2896.7,2795.0,2795.0,-101.7,-3.51,2026-06-05
VEDL,6,1967.1,315.6,1893.6,-73.5,-3.74,2026-06-05
NATIONALUM,4,1684.2,395.7,1582.8,-101.4,-6.02,2026-06-05
HINDCOPPER,3,1630.05,526.35,1579.05,-51.0,-3.13,2026-06-05
NATIONALUM,4,1684.2,378.2,1512.8,-171.4,-10.18,2026-06-08
HINDCOPPER,3,1630.05,506.15,1518.45,-111.6,-6.85,2026-06-08
MCX,1,2896.7,2823.8,2823.8,-72.9,-2.52,2026-06-08
VEDL,6,1967.1,304.25,1825.5,-141.6,-7.2,2026-06-08
RBLBANK,5,1743.5,344.95,1724.75,-18.75,-1.08,2026-06-08
RBLBANK,5,1743.5,361.0,1805.0,61.5,3.53,2026-06-09
VEDL,6,1967.1,306.25,1837.5,-129.6,-6.59,2026-06-09
NATIONALUM,4,1684.2,383.9,1535.6,-148.6,-8.82,2026-06-09
HINDCOPPER,3,1630.05,519.6,1558.8,-71.25,-4.37,2026-06-09
MCX,1,2896.7,2824.8,2824.8,-71.9,-2.48,2026-06-09
NATIONALUM,4,1684.2,376.15,1504.6,-179.6,-10.66,2026-06-10
HINDCOPPER,3,1630.05,510.7,1532.1,-97.95,-6.01,2026-06-10
MCX,1,2896.7,2743.8,2743.8,-152.9,-5.28,2026-06-10
VEDL,6,1967.1,299.3,1795.8,-171.3,-8.71,2026-06-10
RBLBANK,5,1743.5,356.95,1784.75,41.25,2.37,2026-06-10
NATIONALUM,4,1684.2,370.6,1482.4,-201.8,-11.98,2026-06-11
HINDCOPPER,3,1630.05,499.25,1497.75,-132.3,-8.12,2026-06-11
MCX,1,2896.7,2778.8,2778.8,-117.9,-4.07,2026-06-11
VEDL,6,1967.1,304.9,1829.4,-137.7,-7.0,2026-06-11
RBLBANK,5,1743.5,359.1,1795.5,52.0,2.98,2026-06-11
RBLBANK,5,1743.5,365.85,1829.25,85.75,4.92,2026-06-12
MCX,1,2896.7,2853.0,2853.0,-43.7,-1.51,2026-06-12
VEDL,6,1967.1,309.65,1857.9,-109.2,-5.55,2026-06-12
NATIONALUM,4,1684.2,376.85,1507.4,-176.8,-10.5,2026-06-12
HINDCOPPER,3,1630.05,510.0,1530.0,-100.05,-6.14,2026-06-12
NATIONALUM,4,1684.2,381.55,1526.2,-158.0,-9.38,2026-06-15
HINDCOPPER,3,1630.05,524.95,1574.85,-55.2,-3.39,2026-06-15
MCX,1,2896.7,2855.0,2855.0,-41.7,-1.44,2026-06-15
VEDL,6,1967.1,305.45,1832.7,-134.4,-6.83,2026-06-15
RBLBANK,5,1743.5,372.35,1861.75,118.25,6.78,2026-06-15
NATIONALUM,4,1684.2,366.65,1466.6,-217.6,-12.92,2026-06-16
HINDCOPPER,3,1630.05,511.75,1535.25,-94.8,-5.82,2026-06-16
MCX,1,2896.7,2885.4,2885.4,-11.3,-0.39,2026-06-16
VEDL,6,1967.1,299.95,1799.7,-167.4,-8.51,2026-06-16
RBLBANK,5,1743.5,369.7,1848.5,105.0,6.02,2026-06-16
RBLBANK,5,1743.5,369.2,1846.0,102.5,5.88,2026-06-17
MCX,1,2896.7,2857.3,2857.3,-39.4,-1.36,2026-06-17
VEDL,6,1967.1,306.5,1839.0,-128.1,-6.51,2026-06-17
NATIONALUM,4,1684.2,370.0,1480.0,-204.2,-12.12,2026-06-17
HINDCOPPER,3,1630.05,515.2,1545.6,-84.45,-5.18,2026-06-17
NATIONALUM,4,1684.2,367.75,1471.0,-213.2,-12.66,2026-06-18
HINDCOPPER,3,1630.05,509.7,1529.1,-100.95,-6.19,2026-06-18
MCX,1,2896.7,2817.2,2817.2,-79.5,-2.74,2026-06-18
VEDL,6,1967.1,306.0,1836.0,-131.1,-6.66,2026-06-18
RBLBANK,5,1743.5,369.25,1846.25,102.75,5.89,2026-06-18
HINDCOPPER,3,1630.05,511.15,1533.45,-96.6,-5.93,2026-06-19
NATIONALUM,4,1684.2,376.0,1504.0,-180.2,-10.7,2026-06-19
MCX,1,2896.7,2803.8,2803.8,-92.9,-3.21,2026-06-19
VEDL,6,1967.1,300.8,1804.8,-162.3,-8.25,2026-06-19
RBLBANK,5,1743.5,378.85,1894.25,150.75,8.65,2026-06-19
MCX,1,2896.7,2870.4,2870.4,-26.3,-0.91,2026-06-22
VEDL,6,1967.1,305.85,1835.1,-132.0,-6.71,2026-06-22
NATIONALUM,4,1684.2,377.95,1511.8,-172.4,-10.24,2026-06-22
HINDCOPPER,3,1630.05,510.75,1532.25,-97.8,-6.0,2026-06-22
RBLBANK,5,1743.5,378.5,1892.5,149.0,8.55,2026-06-22
RBLBANK,5,1743.5,371.25,1856.25,112.75,6.47,2026-06-23
VEDL,6,1967.1,281.7,1690.2,-276.9,-14.08,2026-06-23
MCX,1,2896.7,2831.0,2831.0,-65.7,-2.27,2026-06-23
HINDCOPPER,3,1630.05,500.25,1500.75,-129.3,-7.93,2026-06-23
NATIONALUM,4,1684.2,355.4,1421.6,-262.6,-15.59,2026-06-23
NATIONALUM,4,1684.2,348.55,1394.2,-290.0,-17.22,2026-06-24
HINDCOPPER,3,1630.05,502.25,1506.75,-123.3,-7.56,2026-06-24
MCX,1,2896.7,2840.6,2840.6,-56.1,-1.94,2026-06-24
VEDL,6,1967.1,282.55,1695.3,-271.8,-13.82,2026-06-24
RBLBANK,5,1743.5,377.05,1885.25,141.75,8.13,2026-06-24
NATIONALUM,4,1684.2,332.15,1328.6,-355.6,-21.11,2026-06-25
HINDCOPPER,3,1630.05,491.4,1474.2,-155.85,-9.56,2026-06-25
MCX,1,2896.7,2831.7,2831.7,-65.0,-2.24,2026-06-25
VEDL,6,1967.1,273.45,1640.7,-326.4,-16.59,2026-06-25
RBLBANK,5,1743.5,371.05,1855.25,111.75,6.41,2026-06-25
VEDL,6,1967.1,273.45,1640.7,-326.4,-16.59,2026-06-26
MCX,1,2896.7,2831.7,2831.7,-65.0,-2.24,2026-06-26
RBLBANK,5,1743.5,371.05,1855.25,111.75,6.41,2026-06-26
NATIONALUM,4,1684.2,332.15,1328.6,-355.6,-21.11,2026-06-26
HINDCOPPER,3,1630.05,491.4,1474.2,-155.85,-9.56,2026-06-26
NATIONALUM,4,1684.2,347.4,1389.6,-294.6,-17.49,2026-06-29
HINDCOPPER,3,1630.05,496.2,1488.6,-141.45,-8.68,2026-06-29
MCX,1,2896.7,2914.5,2914.5,17.8,0.61,2026-06-29
VEDL,6,1967.1,284.55,1707.3,-259.8,-13.21,2026-06-29
RBLBANK,5,1743.5,363.8,1819.0,75.5,4.33,2026-06-29
RBLBANK,5,1743.5,369.05,1845.25,101.75,5.84,2026-06-30
VEDL,6,1967.1,280.75,1684.5,-282.6,-14.37,2026-06-30
MCX,1,2896.7,2837.2,2837.2,-59.5,-2.05,2026-06-30
NATIONALUM,4,1684.2,339.6,1358.4,-325.8,-19.34,2026-06-30
HINDCOPPER,3,1630.05,501.1,1503.3,-126.75,-7.78,2026-06-30
NATIONALUM,4,1684.2,334.65,1338.6,-345.6,-20.52,2026-07-01
HINDCOPPER,3,1630.05,490.6,1471.8,-158.25,-9.71,2026-07-01
MCX,1,2896.7,2962.0,2962.0,65.3,2.25,2026-07-01
VEDL,6,1967.1,275.55,1653.3,-313.8,-15.95,2026-07-01
RBLBANK,5,1743.5,361.8,1809.0,65.5,3.76,2026-07-01
RBLBANK,5,1743.5,355.5,1777.5,34.0,1.95,2026-07-02
VEDL,6,1967.1,276.1,1656.6,-310.5,-15.78,2026-07-02
HINDCOPPER,3,1630.05,494.95,1484.85,-145.2,-8.91,2026-07-02
NATIONALUM,4,1684.2,332.25,1329.0,-355.2,-21.09,2026-07-02
MCX,1,2896.7,2923.2,2923.2,26.5,0.91,2026-07-02
NATIONALUM,4,1684.2,347.6,1390.4,-293.8,-17.44,2026-07-03
HINDCOPPER,3,1630.05,499.2,1497.6,-132.45,-8.13,2026-07-03
MCX,1,2896.7,2814.0,2814.0,-82.7,-2.85,2026-07-03
VEDL,6,1967.1,280.4,1682.4,-284.7,-14.47,2026-07-03
RBLBANK,5,1743.5,361.1,1805.5,62.0,3.56,2026-07-03
RBLBANK,5,1743.5,368.6,1843.0,99.5,5.71,2026-07-06
NATIONALUM,4,1684.2,351.05,1404.2,-280.0,-16.63,2026-07-06
HINDCOPPER,3,1630.05,494.6,1483.8,-146.25,-8.97,2026-07-06
MCX,1,2896.7,2723.1,2723.1,-173.6,-5.99,2026-07-06
VEDL,6,1967.1,282.0,1692.0,-275.1,-13.99,2026-07-06
RBLBANK,5,1743.5,375.1,1875.5,132.0,7.57,2026-07-07
MCX,1,2896.7,2643.2,2643.2,-253.5,-8.75,2026-07-07
VEDL,6,1967.1,275.05,1650.3,-316.8,-16.1,2026-07-07
NATIONALUM,4,1684.2,342.55,1370.2,-314.0,-18.64,2026-07-07
HINDCOPPER,3,1630.05,495.45,1486.35,-143.7,-8.82,2026-07-07
FEDERALBNK,20,6515.0,326.55,6531.0,16.0,0.25,2026-07-08
LAURUSLABS,4,5857.2,1469.2,5876.8,19.6,0.33,2026-07-08
IDEA,479,6658.1,13.93,6672.47,14.37,0.22,2026-07-08
GRANULES,7,5989.9,859.55,6016.85,26.95,0.45,2026-07-08
GESHIP,4,5506.8,1375.1,5500.4,-6.4,-0.12,2026-07-08
CUMMINSIND,1,5491.5,5498.5,5498.5,7.0,0.13,2026-07-08
NAVINFLUOR,1,7350.0,7363.0,7363.0,13.0,0.18,2026-07-08
BHARATFORG,3,6258.6,2100.5,6301.5,42.9,0.69,2026-07-08
ADANIPOWER,30,6481.5,216.48,6494.4,12.9,0.2,2026-07-08
ADANIGREEN,4,5996.0,1504.6,6018.4,22.4,0.37,2026-07-08
MCX,2,5623.7,2742.0,5484.0,-139.7,-2.48,2026-07-08
HINDCOPPER,13,6498.55,487.25,6334.25,-164.3,-2.53,2026-07-08
NATIONALUM,19,6913.2,349.75,6645.25,-267.95,-3.88,2026-07-08
BHEL,17,6409.0,377.8,6422.6,13.6,0.21,2026-07-08
POLYCAB,1,9206.5,9234.0,9234.0,27.5,0.3,2026-07-08
NATIONALUM,19,6913.2,349.5,6640.5,-272.7,-3.94,2026-07-09
HINDCOPPER,13,6498.55,486.45,6323.85,-174.7,-2.69,2026-07-09
MCX,2,5623.7,2785.4,5570.8,-52.9,-0.94,2026-07-09
ADANIGREEN,4,5996.0,1486.6,5946.4,-49.6,-0.83,2026-07-09
ADANIPOWER,30,6481.5,216.32,6489.6,8.1,0.12,2026-07-09
BHARATFORG,3,6258.6,2130.6,6391.8,133.2,2.13,2026-07-09
BHEL,17,6409.0,381.6,6487.2,78.2,1.22,2026-07-09
CUMMINSIND,1,5491.5,5542.5,5542.5,51.0,0.93,2026-07-09
FEDERALBNK,20,6515.0,327.75,6555.0,40.0,0.61,2026-07-09
GESHIP,4,5506.8,1414.2,5656.8,150.0,2.72,2026-07-09
GRANULES,7,5989.9,882.05,6174.35,184.45,3.08,2026-07-09
IDEA,479,6658.1,14.04,6725.16,67.06,1.01,2026-07-09
LAURUSLABS,4,5857.2,1507.4,6029.6,172.4,2.94,2026-07-09
NAVINFLUOR,1,7350.0,7689.0,7689.0,339.0,4.61,2026-07-09
POLYCAB,1,9206.5,9074.0,9074.0,-132.5,-1.44,2026-07-09
NATIONALUM,19,6913.2,354.85,6742.15,-171.05,-2.47,2026-07-10
HINDCOPPER,13,6498.55,498.65,6482.45,-16.1,-0.25,2026-07-10
MCX,2,5623.7,2770.7,5541.4,-82.3,-1.46,2026-07-10
ADANIGREEN,4,5996.0,1536.6,6146.4,150.4,2.51,2026-07-10
ADANIPOWER,30,6481.5,218.45,6553.5,72.0,1.11,2026-07-10
BHARATFORG,3,6258.6,2117.0,6351.0,92.4,1.48,2026-07-10
BHEL,17,6409.0,395.25,6719.25,310.25,4.84,2026-07-10
CUMMINSIND,1,5491.5,5621.5,5621.5,130.0,2.37,2026-07-10
FEDERALBNK,20,6515.0,329.85,6597.0,82.0,1.26,2026-07-10
GESHIP,4,5506.8,1420.9,5683.6,176.8,3.21,2026-07-10
GRANULES,7,5989.9,889.85,6228.95,239.05,3.99,2026-07-10
IDEA,479,6658.1,14.19,6797.01,138.91,2.09,2026-07-10
LAURUSLABS,4,5857.2,1537.8,6151.2,294.0,5.02,2026-07-10
NAVINFLUOR,1,7350.0,7712.0,7712.0,362.0,4.93,2026-07-10
POLYCAB,1,9206.5,9210.5,9210.5,4.0,0.04,2026-07-10
NATIONALUM,19,6913.2,355.2,6748.8,-164.4,-2.38,2026-07-13
HINDCOPPER,13,6498.55,497.95,6473.35,-25.2,-0.39,2026-07-13
MCX,2,5623.7,2782.1,5564.2,-59.5,-1.06,2026-07-13
ADANIGREEN,4,5996.0,1546.5,6186.0,190.0,3.17,2026-07-13
ADANIPOWER,30,6481.5,215.46,6463.8,-17.7,-0.27,2026-07-13
BHARATFORG,3,6258.6,2145.6,6436.8,178.2,2.85,2026-07-13
BHEL,17,6409.0,409.1,6954.7,545.7,8.51,2026-07-13
CUMMINSIND,1,5491.5,5555.0,5555.0,63.5,1.16,2026-07-13
FEDERALBNK,20,6515.0,332.5,6650.0,135.0,2.07,2026-07-13
GESHIP,4,5506.8,1402.0,5608.0,101.2,1.84,2026-07-13
GRANULES,7,5989.9,897.65,6283.55,293.65,4.9,2026-07-13
IDEA,479,6658.1,13.96,6686.84,28.74,0.43,2026-07-13
LAURUSLABS,4,5857.2,1558.6,6234.4,377.2,6.44,2026-07-13
NAVINFLUOR,1,7350.0,7637.0,7637.0,287.0,3.9,2026-07-13
POLYCAB,1,9206.5,9306.5,9306.5,100.0,1.09,2026-07-13
NATIONALUM,19,6913.2,364.9,6933.1,19.9,0.29,2026-07-14
HINDCOPPER,13,6498.55,491.65,6391.45,-107.1,-1.65,2026-07-14
MCX,2,5623.7,2891.3,5782.6,158.9,2.83,2026-07-14
ADANIGREEN,4,5996.0,1604.5,6418.0,422.0,7.04,2026-07-14
ADANIPOWER,30,6481.5,226.17,6785.1,303.6,4.68,2026-07-14
BHARATFORG,3,6258.6,2119.7,6359.1,100.5,1.61,2026-07-14
BHEL,17,6409.0,403.9,6866.3,457.3,7.14,2026-07-14
CUMMINSIND,1,5491.5,5493.5,5493.5,2.0,0.04,2026-07-14
FEDERALBNK,20,6515.0,327.5,6550.0,35.0,0.54,2026-07-14
GESHIP,4,5506.8,1418.8,5675.2,168.4,3.06,2026-07-14
GRANULES,7,5989.9,895.1,6265.7,275.8,4.6,2026-07-14
IDEA,479,6658.1,13.83,6624.57,-33.53,-0.5,2026-07-14
LAURUSLABS,4,5857.2,1560.7,6242.8,385.6,6.58,2026-07-14
NAVINFLUOR,1,7350.0,7586.0,7586.0,236.0,3.21,2026-07-14
POLYCAB,1,9206.5,9532.5,9532.5,326.0,3.54,2026-07-14
NATIONALUM,19,6913.2,361.5,6868.5,-44.7,-0.65,2026-07-15
HINDCOPPER,13,6498.55,491.15,6384.95,-113.6,-1.75,2026-07-15
MCX,2,5623.7,2892.6,5785.2,161.5,2.87,2026-07-15
ADANIGREEN,4,5996.0,1555.4,6221.6,225.6,3.76,2026-07-15
ADANIPOWER,30,6481.5,218.97,6569.1,87.6,1.35,2026-07-15
BHARATFORG,3,6258.6,2100.4,6301.2,42.6,0.68,2026-07-15
BHEL,17,6409.0,417.95,7105.15,696.15,10.86,2026-07-15
CUMMINSIND,1,5491.5,5549.5,5549.5,58.0,1.06,2026-07-15
FEDERALBNK,20,6515.0,327.55,6551.0,36.0,0.55,2026-07-15
GESHIP,4,5506.8,1393.2,5572.8,66.0,1.2,2026-07-15
GRANULES,7,5989.9,898.05,6286.35,296.45,4.95,2026-07-15
IDEA,479,6658.1,13.67,6547.93,-110.17,-1.65,2026-07-15
LAURUSLABS,4,5857.2,1554.3,6217.2,360.0,6.15,2026-07-15
NAVINFLUOR,1,7350.0,7618.0,7618.0,268.0,3.65,2026-07-15
POLYCAB,1,9206.5,9324.5,9324.5,118.0,1.28,2026-07-15
NATIONALUM,19,6913.2,354.45,6734.55,-178.65,-2.58,2026-07-16
HINDCOPPER,13,6498.55,484.35,6296.55,-202.0,-3.11,2026-07-16
MCX,2,5623.7,2815.5,5631.0,7.3,0.13,2026-07-16
ADANIGREEN,4,5996.0,1543.7,6174.8,178.8,2.98,2026-07-16
ADANIPOWER,30,6481.5,216.57,6497.1,15.6,0.24,2026-07-16
BHARATFORG,3,6258.6,2104.7,6314.1,55.5,0.89,2026-07-16
BHEL,17,6409.0,435.4,7401.8,992.8,15.49,2026-07-16
CUMMINSIND,1,5491.5,5592.0,5592.0,100.5,1.83,2026-07-16
FEDERALBNK,20,6515.0,326.6,6532.0,17.0,0.26,2026-07-16
GESHIP,4,5506.8,1377.4,5509.6,2.8,0.05,2026-07-16
GRANULES,7,5989.9,903.25,6322.75,332.85,5.56,2026-07-16
IDEA,479,6658.1,13.89,6653.31,-4.79,-0.07,2026-07-16
LAURUSLABS,4,5857.2,1557.6,6230.4,373.2,6.37,2026-07-16
NAVINFLUOR,1,7350.0,7650.0,7650.0,300.0,4.08,2026-07-16
POLYCAB,1,9206.5,9215.0,9215.0,8.5,0.09,2026-07-16
NATIONALUM,19,6913.2,339.9,6458.1,-455.1,-6.58,2026-07-17
HINDCOPPER,13,6498.55,486.15,6319.95,-178.6,-2.75,2026-07-17
MCX,2,5623.7,2747.5,5495.0,-128.7,-2.29,2026-07-17
ADANIGREEN,4,5996.0,1513.9,6055.6,59.6,0.99,2026-07-17
ADANIPOWER,30,6481.5,214.45,6433.5,-48.0,-0.74,2026-07-17
BHARATFORG,3,6258.6,2190.5,6571.5,312.9,5.0,2026-07-17
BHEL,17,6409.0,422.0,7174.0,765.0,11.94,2026-07-17
CUMMINSIND,1,5491.5,5448.0,5448.0,-43.5,-0.79,2026-07-17
FEDERALBNK,20,6515.0,349.0,6980.0,465.0,7.14,2026-07-17
GESHIP,4,5506.8,1345.4,5381.6,-125.2,-2.27,2026-07-17
GRANULES,7,5989.9,880.8,6165.6,175.7,2.93,2026-07-17
IDEA,479,6658.1,13.74,6581.46,-76.64,-1.15,2026-07-17
LAURUSLABS,4,5857.2,1529.8,6119.2,262.0,4.47,2026-07-17
NAVINFLUOR,1,7350.0,7579.0,7579.0,229.0,3.12,2026-07-17
POLYCAB,1,9206.5,8862.0,8862.0,-344.5,-3.74,2026-07-17
NATIONALUM,19,6913.2,342.9,6515.1,-398.1,-5.76,2026-07-20
HINDCOPPER,13,6498.55,482.05,6266.65,-231.9,-3.57,2026-07-20
MCX,2,5623.7,2818.0,5636.0,12.3,0.22,2026-07-20
ADANIGREEN,4,5996.0,1530.0,6120.0,124.0,2.07,2026-07-20
ADANIPOWER,30,6481.5,219.97,6599.1,117.6,1.81,2026-07-20
BHARATFORG,3,6258.6,2209.0,6627.0,368.4,5.89,2026-07-20
BHEL,17,6409.0,417.5,7097.5,688.5,10.74,2026-07-20
CUMMINSIND,1,5491.5,5506.0,5506.0,14.5,0.26,2026-07-20
FEDERALBNK,20,6515.0,350.75,7015.0,500.0,7.67,2026-07-20
GESHIP,4,5506.8,1387.1,5548.4,41.6,0.76,2026-07-20
GRANULES,7,5989.9,876.1,6132.7,142.8,2.38,2026-07-20
IDEA,479,6658.1,13.51,6471.29,-186.81,-2.81,2026-07-20
LAURUSLABS,4,5857.2,1558.9,6235.6,378.4,6.46,2026-07-20
NAVINFLUOR,1,7350.0,7861.5,7861.5,511.5,6.96,2026-07-20
POLYCAB,1,9206.5,8885.0,8885.0,-321.5,-3.49,2026-07-20
NATIONALUM,19,6913.2,342.9,6515.1,-398.1,-5.76,2026-07-21
HINDCOPPER,13,6498.55,492.45,6401.85,-96.7,-1.49,2026-07-21
MCX,2,5623.7,2801.2,5602.4,-21.3,-0.38,2026-07-21
ADANIGREEN,4,5996.0,1541.9,6167.6,171.6,2.86,2026-07-21
ADANIPOWER,30,6481.5,220.37,6611.1,129.6,2.0,2026-07-21
BHARATFORG,3,6258.6,2201.8,6605.4,346.8,5.54,2026-07-21
BHEL,17,6409.0,413.3,7026.1,617.1,9.63,2026-07-21
CUMMINSIND,1,5491.5,5583.0,5583.0,91.5,1.67,2026-07-21
FEDERALBNK,20,6515.0,356.05,7121.0,606.0,9.3,2026-07-21
GESHIP,4,5506.8,1408.9,5635.6,128.8,2.34,2026-07-21
GRANULES,7,5989.9,875.7,6129.9,140.0,2.34,2026-07-21
IDEA,479,6658.1,13.49,6461.71,-196.39,-2.95,2026-07-21
LAURUSLABS,4,5857.2,1593.2,6372.8,515.6,8.8,2026-07-21
NAVINFLUOR,1,7350.0,7882.0,7882.0,532.0,7.24,2026-07-21
POLYCAB,1,9206.5,8903.5,8903.5,-303.0,-3.29,2026-07-21
NATIONALUM,19,6913.2,342.4,6505.6,-407.6,-5.9,2026-07-22
HINDCOPPER,13,6498.55,489.25,6360.25,-138.3,-2.13,2026-07-22
MCX,2,5623.7,2803.9,5607.8,-15.9,-0.28,2026-07-22
ADANIGREEN,4,5996.0,1472.3,5889.2,-106.8,-1.78,2026-07-22
ADANIPOWER,30,6481.5,216.95,6508.5,27.0,0.42,2026-07-22
BHARATFORG,3,6258.6,2185.5,6556.5,297.9,4.76,2026-07-22
BHEL,17,6409.0,416.45,7079.65,670.65,10.46,2026-07-22
CUMMINSIND,1,5491.5,5586.0,5586.0,94.5,1.72,2026-07-22
FEDERALBNK,20,6515.0,353.25,7065.0,550.0,8.44,2026-07-22
GESHIP,4,5506.8,1435.2,5740.8,234.0,4.25,2026-07-22
GRANULES,7,5989.9,853.8,5976.6,-13.3,-0.22,2026-07-22
IDEA,479,6658.1,13.54,6485.66,-172.44,-2.59,2026-07-22
LAURUSLABS,4,5857.2,1577.8,6311.2,454.0,7.75,2026-07-22
NAVINFLUOR,1,7350.0,7789.0,7789.0,439.0,5.97,2026-07-22
POLYCAB,1,9206.5,9090.5,9090.5,-116.0,-1.26,2026-07-22
NATIONALUM,19,6913.2,346.0,6574.0,-339.2,-4.91,2026-07-23
HINDCOPPER,13,6498.55,491.8,6393.4,-105.15,-1.62,2026-07-23
MCX,2,5623.7,2752.6,5505.2,-118.5,-2.11,2026-07-23
ADANIGREEN,4,5996.0,1379.9,5519.6,-476.4,-7.95,2026-07-23
ADANIPOWER,30,6481.5,212.23,6366.9,-114.6,-1.77,2026-07-23
BHARATFORG,3,6258.6,2175.3,6525.9,267.3,4.27,2026-07-23
BHEL,17,6409.0,409.6,6963.2,554.2,8.65,2026-07-23
CUMMINSIND,1,5491.5,5599.0,5599.0,107.5,1.96,2026-07-23
FEDERALBNK,20,6515.0,354.4,7088.0,573.0,8.8,2026-07-23
GESHIP,4,5506.8,1441.9,5767.6,260.8,4.74,2026-07-23
GRANULES,7,5989.9,852.55,5967.85,-22.05,-0.37,2026-07-23
IDEA,479,6658.1,13.2,6322.8,-335.3,-5.04,2026-07-23
LAURUSLABS,4,5857.2,1568.3,6273.2,416.0,7.1,2026-07-23
NAVINFLUOR,1,7350.0,7673.5,7673.5,323.5,4.4,2026-07-23
POLYCAB,1,9206.5,8935.0,8935.0,-271.5,-2.95,2026-07-23
NATIONALUM,19,6913.2,343.9,6534.1,-379.1,-5.48,2026-07-24
HINDCOPPER,13,6498.55,483.15,6280.95,-217.6,-3.35,2026-07-24
MCX,2,5623.7,2730.0,5460.0,-163.7,-2.91,2026-07-24
ADANIGREEN,4,5996.0,1395.1,5580.4,-415.6,-6.93,2026-07-24
ADANIPOWER,30,6481.5,213.66,6409.8,-71.7,-1.11,2026-07-24
BHARATFORG,3,6258.6,2151.6,6454.8,196.2,3.13,2026-07-24
BHEL,17,6409.0,417.3,7094.1,685.1,10.69,2026-07-24
CUMMINSIND,1,5491.5,5600.5,5600.5,109.0,1.98,2026-07-24
FEDERALBNK,20,6515.0,354.3,7086.0,571.0,8.76,2026-07-24
GESHIP,4,5506.8,1437.9,5751.6,244.8,4.45,2026-07-24
GRANULES,7,5989.9,833.55,5834.85,-155.05,-2.59,2026-07-24
IDEA,479,6658.1,13.13,6289.27,-368.83,-5.54,2026-07-24
LAURUSLABS,4,5857.2,1601.2,6404.8,547.6,9.35,2026-07-24
NAVINFLUOR,1,7350.0,7520.0,7520.0,170.0,2.31,2026-07-24
POLYCAB,1,9206.5,8907.5,8907.5,-299.0,-3.25,2026-07-24
NATIONALUM,19,6913.2,339.35,6447.65,-465.55,-6.73,2026-07-27
HINDCOPPER,13,6498.55,482.4,6271.2,-227.35,-3.5,2026-07-27
MCX,2,5623.7,2755.1,5510.2,-113.5,-2.02,2026-07-27
ADANIGREEN,4,5996.0,1399.7,5598.8,-397.2,-6.62,2026-07-27
ADANIPOWER,30,6481.5,213.96,6418.8,-62.7,-0.97,2026-07-27
BHARATFORG,3,6258.6,2181.3,6543.9,285.3,4.56,2026-07-27
BHEL,17,6409.0,415.95,7071.15,662.15,10.33,2026-07-27
CUMMINSIND,1,5491.5,5629.5,5629.5,138.0,2.51,2026-07-27
FEDERALBNK,20,6515.0,356.5,7130.0,615.0,9.44,2026-07-27
GESHIP,4,5506.8,1398.6,5594.4,87.6,1.59,2026-07-27
GRANULES,7,5989.9,842.8,5899.6,-90.3,-1.51,2026-07-27
IDEA,479,6658.1,13.06,6255.74,-402.36,-6.04,2026-07-27
LAURUSLABS,4,5857.2,1713.4,6853.6,996.4,17.01,2026-07-27
NAVINFLUOR,1,7350.0,7711.0,7711.0,361.0,4.91,2026-07-27
POLYCAB,1,9206.5,9010.0,9010.0,-196.5,-2.13,2026-07-27
NATIONALUM,19,6913.2,334.55,6356.45,-556.75,-8.05,2026-07-28
HINDCOPPER,13,6498.55,473.15,6150.95,-347.6,-5.35,2026-07-28
MCX,2,5623.7,2713.4,5426.8,-196.9,-3.5,2026-07-28
ADANIGREEN,4,5996.0,1377.8,5511.2,-484.8,-8.09,2026-07-28
ADANIPOWER,30,6481.5,208.25,6247.5,-234.0,-3.61,2026-07-28
BHARATFORG,3,6258.6,2162.7,6488.1,229.5,3.67,2026-07-28
BHEL,17,6409.0,405.75,6897.75,488.75,7.63,2026-07-28
CUMMINSIND,1,5491.5,5455.5,5455.5,-36.0,-0.66,2026-07-28
FEDERALBNK,20,6515.0,357.25,7145.0,630.0,9.67,2026-07-28
GESHIP,4,5506.8,1377.4,5509.6,2.8,0.05,2026-07-28
GRANULES,7,5989.9,845.4,5917.8,-72.1,-1.2,2026-07-28
IDEA,479,6658.1,12.95,6203.05,-455.05,-6.83,2026-07-28
LAURUSLABS,4,5857.2,1758.9,7035.6,1178.4,20.12,2026-07-28
NAVINFLUOR,1,7350.0,7512.5,7512.5,162.5,2.21,2026-07-28
POLYCAB,1,9206.5,9121.5,9121.5,-85.0,-0.92,2026-07-28
NATIONALUM,19,6913.2,344.7,6549.3,-363.9,-5.26,2026-07-29
HINDCOPPER,13,6498.55,483.45,6284.85,-213.7,-3.29,2026-07-29
MCX,2,5623.7,2717.5,5435.0,-188.7,-3.36,2026-07-29
ADANIGREEN,4,5996.0,1373.1,5492.4,-503.6,-8.4,2026-07-29
ADANIPOWER,30,6481.5,209.52,6285.6,-195.9,-3.02,2026-07-29
BHARATFORG,3,6258.6,2171.5,6514.5,255.9,4.09,2026-07-29
BHEL,17,6409.0,405.15,6887.55,478.55,7.47,2026-07-29
